"No.","Time","Source","Destination","Protocol","Length","Info"
"51","12.939713","131.243.29.227","131.243.141.187","TCP","62","1031 > ncp [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1"
"52","12.940838","131.243.141.187","131.243.29.227","TCP","62","ncp > 1031 [SYN, ACK] Seq=0 Ack=1 Win=6144 Len=0 MSS=1460 SACK_PERM=1"
"53","12.975566","131.243.29.227","131.243.141.187","TCP","60","1031 > ncp [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"54","12.989433","131.243.29.227","131.243.141.187","TCP","95","1031 > ncp [PSH, ACK] Seq=1 Ack=1 Win=64240 Len=41"
"55","12.990558","131.243.141.187","131.243.29.227","TCP","70","ncp > 1031 [PSH, ACK] Seq=1 Ack=42 Win=6103 Len=16"
"56","13.028534","131.243.29.227","131.243.141.187","TCP","80","1031 > ncp [PSH, ACK] Seq=42 Ack=17 Win=64224 Len=26"
"57","13.029533","131.243.141.187","131.243.29.227","TCP","75","ncp > 1031 [PSH, ACK] Seq=17 Ack=68 Win=6077 Len=21"
"58","13.068134","131.243.29.227","131.243.141.187","TCP","80","1031 > ncp [PSH, ACK] Seq=68 Ack=38 Win=64203 Len=26"
"59","13.069383","131.243.141.187","131.243.29.227","TCP","198","ncp > 1031 [PSH, ACK] Seq=38 Ack=94 Win=6051 Len=144"
"60","13.124350","131.243.29.227","131.243.141.187","TCP","84","1031 > ncp [PSH, ACK] Seq=94 Ack=182 Win=64059 Len=30"
"61","13.125475","131.243.141.187","131.243.29.227","TCP","150","ncp > 1031 [PSH, ACK] Seq=182 Ack=124 Win=6021 Len=96"
"62","13.175069","131.243.29.227","131.243.141.187","TCP","81","1031 > ncp [PSH, ACK] Seq=124 Ack=278 Win=63963 Len=27"
"63","13.176193","131.243.141.187","131.243.29.227","TCP","170","ncp > 1031 [PSH, ACK] Seq=278 Ack=151 Win=5994 Len=116"
"64","13.231285","131.243.29.227","131.243.141.187","TCP","110","1031 > ncp [PSH, ACK] Seq=151 Ack=394 Win=63847 Len=56"
"65","13.232659","131.243.141.187","131.243.29.227","TCP","90","ncp > 1031 [PSH, ACK] Seq=394 Ack=207 Win=5938 Len=36"
"66","13.276507","131.243.29.227","131.243.141.187","TCP","102","1031 > ncp [PSH, ACK] Seq=207 Ack=430 Win=63811 Len=48"
"67","13.277882","131.243.141.187","131.243.29.227","TCP","470","ncp > 1031 [PSH, ACK] Seq=430 Ack=255 Win=5890 Len=416"
"68","13.381068","131.243.29.227","131.243.141.187","TCP","194","1031 > ncp [PSH, ACK] Seq=255 Ack=846 Win=63395 Len=140"
"69","13.382442","131.243.141.187","131.243.29.227","TCP","130","ncp > 1031 [PSH, ACK] Seq=846 Ack=395 Win=5750 Len=76"
"70","13.445653","131.243.29.227","131.243.141.187","TCP","152","1031 > ncp [PSH, ACK] Seq=395 Ack=922 Win=63319 Len=98"
"71","13.447277","131.243.141.187","131.243.29.227","TCP","416","ncp > 1031 [PSH, ACK] Seq=922 Ack=493 Win=5652 Len=362"
"72","13.534725","131.243.29.227","131.243.141.187","TCP","118","1031 > ncp [PSH, ACK] Seq=493 Ack=1284 Win=62957 Len=64"
"73","13.536098","131.243.141.187","131.243.29.227","TCP","170","ncp > 1031 [PSH, ACK] Seq=1284 Ack=557 Win=5588 Len=116"
"74","13.713990","131.243.141.187","131.243.29.227","TCP","170","[TCP Retransmission] ncp > 1031 [PSH, ACK] Seq=1284 Ack=557 Win=5588 Len=116"
"75","13.744722","131.243.29.227","131.243.141.187","TCP","1290","1031 > ncp [PSH, ACK] Seq=557 Ack=1400 Win=62841 Len=1236"
"76","13.749468","131.243.141.187","131.243.29.227","TCP","426","ncp > 1031 [PSH, ACK] Seq=1400 Ack=1793 Win=4352 Len=372"
"77","13.762460","131.243.29.227","131.243.141.187","TCP","60","[TCP Dup ACK 75#1] 1031 > ncp [ACK] Seq=1793 Ack=1400 Win=62841 Len=0"
"78","13.843661","131.243.29.227","131.243.141.187","TCP","152","1031 > ncp [PSH, ACK] Seq=1793 Ack=1772 Win=64240 Len=98"
"79","13.845534","131.243.141.187","131.243.29.227","TCP","496","ncp > 1031 [PSH, ACK] Seq=1772 Ack=1891 Win=4254 Len=442"
"80","13.951844","131.243.29.227","131.243.141.187","TCP","102","1031 > ncp [PSH, ACK] Seq=1891 Ack=2214 Win=63798 Len=48"
"81","13.953343","131.243.141.187","131.243.29.227","TCP","470","ncp > 1031 [PSH, ACK] Seq=2214 Ack=1939 Win=4206 Len=416"
"82","14.051409","131.243.29.227","131.243.141.187","TCP","152","1031 > ncp [PSH, ACK] Seq=1939 Ack=2630 Win=63382 Len=98"
"83","14.053157","131.243.141.187","131.243.29.227","TCP","416","ncp > 1031 [PSH, ACK] Seq=2630 Ack=2037 Win=4108 Len=362"
"84","14.139854","131.243.29.227","131.243.141.187","TCP","114","1031 > ncp [PSH, ACK] Seq=2037 Ack=2992 Win=63020 Len=60"
"85","14.142603","131.243.141.187","131.243.29.227","TCP","206","ncp > 1031 [PSH, ACK] Seq=2992 Ack=2097 Win=4048 Len=152"
"86","14.262779","131.243.29.227","131.243.141.187","TCP","546","1031 > ncp [PSH, ACK] Seq=2097 Ack=3144 Win=62868 Len=492"
"87","14.270899","131.243.141.187","131.243.29.227","TCP","82","ncp > 1031 [PSH, ACK] Seq=3144 Ack=2589 Win=3556 Len=28"
"94","14.537612","131.243.141.187","131.243.29.227","TCP","82","[TCP Retransmission] ncp > 1031 [PSH, ACK] Seq=3144 Ack=2589 Win=3556 Len=28"
"95","14.575213","131.243.29.227","131.243.141.187","TCP","60","1031 > ncp [ACK] Seq=2589 Ack=3172 Win=62840 Len=0"
"96","14.575462","131.243.29.227","131.243.141.187","TCP","60","[TCP Dup ACK 95#1] 1031 > ncp [ACK] Seq=2589 Ack=3172 Win=62840 Len=0"
"115","25.734890","128.3.162.79","131.243.31.19","TCP","60","device2 > netbios-ssn [SYN] Seq=0 Win=8192 Len=0 MSS=1460"
"117","29.013136","128.3.162.79","131.243.31.19","TCP","60","[TCP Retransmission] device2 > netbios-ssn [SYN] Seq=0 Win=8192 Len=0 MSS=1460"
"123","33.059661","198.125.133.14","128.3.164.15","TCP","86","cma > imaps [PSH, ACK] Seq=1 Ack=1 Win=16568 Len=32"
"124","33.062658","128.3.164.15","198.125.133.14","TCP","93","imaps > cma [PSH, ACK] Seq=1 Ack=33 Win=25200 Len=39"
"125","33.105257","198.125.133.14","128.3.164.15","TCP","101","cma > imaps [PSH, ACK] Seq=33 Ack=40 Win=16529 Len=47"
"126","33.107007","128.3.164.15","198.125.133.14","TCP","156","imaps > cma [PSH, ACK] Seq=40 Ack=80 Win=25200 Len=102"
"127","33.154852","198.125.133.14","128.3.164.15","TCP","106","cma > imaps [PSH, ACK] Seq=80 Ack=142 Win=16427 Len=52"
"128","33.156852","128.3.164.15","198.125.133.14","TCP","140","imaps > cma [PSH, ACK] Seq=142 Ack=132 Win=25200 Len=86"
"131","33.362850","198.125.133.14","128.3.164.15","TCP","60","cma > imaps [ACK] Seq=132 Ack=228 Win=17640 Len=0"
"154","35.575746","128.3.162.79","131.243.31.19","TCP","60","[TCP Port numbers reused] device2 > netbios-ssn [SYN] Seq=0 Win=8192 Len=0 MSS=1460"
"162","40.107477","131.243.31.19","128.3.162.79","TCP","93","and-lm > netbios-ssn [PSH, ACK] Seq=1 Ack=1 Win=65007 Len=39"
"163","40.108352","128.3.162.79","131.243.31.19","TCP","93","netbios-ssn > and-lm [PSH, ACK] Seq=1 Ack=40 Win=7421 Len=39"
"164","40.121717","131.243.31.19","128.3.162.79","TCP","97","and-lm > netbios-ssn [PSH, ACK] Seq=40 Ack=40 Win=64968 Len=43"
"165","40.122467","128.3.162.79","131.243.31.19","TCP","97","netbios-ssn > and-lm [PSH, ACK] Seq=40 Ack=83 Win=7378 Len=43"
"166","40.245017","131.243.31.19","128.3.162.79","TCP","60","and-lm > netbios-ssn [ACK] Seq=83 Ack=83 Win=64925 Len=0"
"201","45.162634","131.243.29.227","128.3.161.193","TCP","62","1032 > ncp [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1"
"202","45.163509","128.3.161.193","131.243.29.227","TCP","62","ncp > 1032 [SYN, ACK] Seq=0 Ack=1 Win=6144 Len=0 MSS=1380 SACK_PERM=1"
"203","45.198737","131.243.29.227","128.3.161.193","TCP","60","1032 > ncp [ACK] Seq=1 Ack=1 Win=64860 Len=0"
"204","45.212478","131.243.29.227","128.3.161.193","TCP","95","1032 > ncp [PSH, ACK] Seq=1 Ack=1 Win=64860 Len=41"
"205","45.213478","128.3.161.193","131.243.29.227","TCP","60","ncp > 1032 [ACK] Seq=1 Ack=42 Win=6103 Len=0"
"206","45.213483","128.3.161.193","131.243.29.227","TCP","70","ncp > 1032 [PSH, ACK] Seq=1 Ack=42 Win=6103 Len=16"
"207","45.261073","131.243.29.227","128.3.161.193","TCP","80","1032 > ncp [PSH, ACK] Seq=42 Ack=17 Win=64844 Len=26"
"208","45.261949","128.3.161.193","131.243.29.227","TCP","60","ncp > 1032 [ACK] Seq=17 Ack=68 Win=6077 Len=0"
"209","45.261953","128.3.161.193","131.243.29.227","TCP","75","ncp > 1032 [PSH, ACK] Seq=17 Ack=68 Win=6077 Len=21"
"210","45.310169","131.243.29.227","128.3.161.193","TCP","80","1032 > ncp [PSH, ACK] Seq=68 Ack=38 Win=64823 Len=26"
"211","45.310794","128.3.161.193","131.243.29.227","TCP","60","ncp > 1032 [ACK] Seq=38 Ack=94 Win=6051 Len=0"
"212","45.310919","128.3.161.193","131.243.29.227","TCP","198","ncp > 1032 [PSH, ACK] Seq=38 Ack=94 Win=6051 Len=144"
"213","45.374879","131.243.29.227","128.3.161.193","TCP","84","1032 > ncp [PSH, ACK] Seq=94 Ack=182 Win=64679 Len=30"
"214","45.376004","128.3.161.193","131.243.29.227","TCP","60","ncp > 1032 [ACK] Seq=182 Ack=124 Win=6021 Len=0"
"215","45.376008","128.3.161.193","131.243.29.227","TCP","150","ncp > 1032 [PSH, ACK] Seq=182 Ack=124 Win=6021 Len=96"
"216","45.433468","131.243.29.227","128.3.161.193","TCP","81","1032 > ncp [PSH, ACK] Seq=124 Ack=278 Win=64583 Len=27"
"217","45.434343","128.3.161.193","131.243.29.227","TCP","60","ncp > 1032 [ACK] Seq=278 Ack=151 Win=5994 Len=0"
"218","45.434348","128.3.161.193","131.243.29.227","TCP","170","ncp > 1032 [PSH, ACK] Seq=278 Ack=151 Win=5994 Len=116"
"219","45.513545","131.243.29.227","128.3.161.193","TCP","202","1032 > ncp [PSH, ACK] Seq=151 Ack=394 Win=64467 Len=148"
"220","45.514669","128.3.161.193","131.243.29.227","TCP","60","ncp > 1032 [ACK] Seq=394 Ack=299 Win=5846 Len=0"
"221","45.514794","128.3.161.193","131.243.29.227","TCP","108","ncp > 1032 [PSH, ACK] Seq=394 Ack=299 Win=5846 Len=54"
"222","45.570135","131.243.29.227","128.3.161.193","TCP","102","1032 > ncp [PSH, ACK] Seq=299 Ack=448 Win=64413 Len=48"
"223","45.571135","128.3.161.193","131.243.29.227","TCP","60","ncp > 1032 [ACK] Seq=448 Ack=347 Win=5798 Len=0"
"224","45.571509","128.3.161.193","131.243.29.227","TCP","580","ncp > 1032 [PSH, ACK] Seq=448 Ack=347 Win=5798 Len=526"
"227","45.697057","131.243.29.227","128.3.161.193","TCP","190","1032 > ncp [PSH, ACK] Seq=347 Ack=974 Win=63887 Len=136"
"228","45.698307","128.3.161.193","131.243.29.227","TCP","60","ncp > 1032 [ACK] Seq=974 Ack=483 Win=5662 Len=0"
"229","45.699306","128.3.161.193","131.243.29.227","TCP","236","ncp > 1032 [PSH, ACK] Seq=974 Ack=483 Win=5662 Len=182"
"234","45.908928","131.243.29.227","128.3.161.193","TCP","60","1032 > ncp [ACK] Seq=483 Ack=1156 Win=63705 Len=0"
"235","45.927792","131.243.29.227","128.3.161.193","TCP","114","1032 > ncp [PSH, ACK] Seq=483 Ack=1156 Win=63705 Len=60"
"236","45.929166","128.3.161.193","131.243.29.227","TCP","60","ncp > 1032 [ACK] Seq=1156 Ack=543 Win=5602 Len=0"
"237","45.929790","128.3.161.193","131.243.29.227","TCP","206","ncp > 1032 [PSH, ACK] Seq=1156 Ack=543 Win=5602 Len=152"
"238","46.061460","131.243.29.227","128.3.161.193","TCP","546","1032 > ncp [PSH, ACK] Seq=543 Ack=1308 Win=63553 Len=492"
"239","46.063209","128.3.161.193","131.243.29.227","TCP","60","ncp > 1032 [ACK] Seq=1308 Ack=1035 Win=5110 Len=0"
"240","46.069830","128.3.161.193","131.243.29.227","TCP","82","ncp > 1032 [PSH, ACK] Seq=1308 Ack=1035 Win=5110 Len=28"
"241","46.112303","131.243.29.227","128.3.161.193","TCP","81","1032 > ncp [PSH, ACK] Seq=1035 Ack=1336 Win=63525 Len=27"
"242","46.113302","128.3.161.193","131.243.29.227","TCP","60","ncp > 1032 [ACK] Seq=1336 Ack=1062 Win=5083 Len=0"
"243","46.121673","128.3.161.193","131.243.29.227","TCP","70","ncp > 1032 [PSH, ACK] Seq=1336 Ack=1062 Win=5083 Len=16"
"249","46.299939","131.243.29.227","128.3.161.193","TCP","62","netinfo-local > microsoft-ds [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1"
"250","46.300939","128.3.161.193","131.243.29.227","TCP","60","microsoft-ds > netinfo-local [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"253","46.320301","131.243.29.227","128.3.161.193","TCP","60","1032 > ncp [ACK] Seq=1062 Ack=1352 Win=63509 Len=0"
"256","46.810627","131.243.29.227","128.3.161.193","TCP","62","[TCP Retransmission] netinfo-local > microsoft-ds [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1"
"257","46.811627","128.3.161.193","131.243.29.227","TCP","60","microsoft-ds > netinfo-local [RST, ACK] Seq=2856396716 Ack=1 Win=0 Len=0"
"259","47.311195","131.243.29.227","128.3.161.193","TCP","62","[TCP Retransmission] netinfo-local > microsoft-ds [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1"
"260","47.312070","128.3.161.193","131.243.29.227","TCP","60","microsoft-ds > netinfo-local [RST, ACK] Seq=102116299 Ack=1 Win=0 Len=0"
"264","48.701221","128.3.162.79","131.243.31.19","TCP","60","[TCP Port numbers reused] device2 > netbios-ssn [SYN] Seq=0 Win=8192 Len=0 MSS=1460"
"269","51.994706","131.243.29.227","128.3.161.193","TCP","62","mxxrlogin > http [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1"
"270","51.995456","128.3.161.193","131.243.29.227","TCP","60","http > mxxrlogin [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"271","52.518637","131.243.29.227","128.3.161.193","TCP","62","[TCP Retransmission] mxxrlogin > http [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1"
"272","52.519636","128.3.161.193","131.243.29.227","TCP","60","http > mxxrlogin [RST, ACK] Seq=3159148628 Ack=1 Win=0 Len=0"
"273","53.019454","131.243.29.227","128.3.161.193","TCP","62","[TCP Retransmission] mxxrlogin > http [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1"
"274","53.020330","128.3.161.193","131.243.29.227","TCP","60","http > mxxrlogin [RST, ACK] Seq=2634484965 Ack=1 Win=0 Len=0"
"275","53.085290","131.243.29.227","128.3.161.193","TCP","84","1032 > ncp [PSH, ACK] Seq=1062 Ack=1352 Win=63509 Len=30"
"276","53.086039","128.3.161.193","131.243.29.227","TCP","60","ncp > 1032 [ACK] Seq=1352 Ack=1092 Win=5053 Len=0"
"277","53.086043","128.3.161.193","131.243.29.227","TCP","71","ncp > 1032 [PSH, ACK] Seq=1352 Ack=1092 Win=5053 Len=17"
"280","53.134259","131.243.29.227","128.3.161.193","TCP","87","1032 > ncp [PSH, ACK] Seq=1092 Ack=1369 Win=63492 Len=33"
"281","53.135384","128.3.161.193","131.243.29.227","TCP","60","ncp > 1032 [ACK] Seq=1369 Ack=1125 Win=10284 Len=0"
"282","53.135389","128.3.161.193","131.243.29.227","TCP","72","ncp > 1032 [PSH, ACK] Seq=1369 Ack=1125 Win=10284 Len=18"
"283","53.183479","131.243.29.227","128.3.161.193","TCP","81","1032 > ncp [PSH, ACK] Seq=1125 Ack=1387 Win=64860 Len=27"
"284","53.184103","128.3.161.193","131.243.29.227","TCP","60","ncp > 1032 [ACK] Seq=1387 Ack=1152 Win=10257 Len=0"
"285","53.184229","128.3.161.193","131.243.29.227","TCP","76","ncp > 1032 [PSH, ACK] Seq=1387 Ack=1152 Win=10257 Len=22"
"286","53.233199","131.243.29.227","128.3.161.193","TCP","84","1032 > ncp [PSH, ACK] Seq=1152 Ack=1409 Win=64838 Len=30"
"287","53.234323","128.3.161.193","131.243.29.227","TCP","60","ncp > 1032 [ACK] Seq=1409 Ack=1182 Win=10227 Len=0"
"288","53.234328","128.3.161.193","131.243.29.227","TCP","208","ncp > 1032 [PSH, ACK] Seq=1409 Ack=1182 Win=10227 Len=154"
"289","53.299909","131.243.29.227","128.3.161.193","TCP","85","1032 > ncp [PSH, ACK] Seq=1182 Ack=1563 Win=64684 Len=31"
"290","53.300783","128.3.161.193","131.243.29.227","TCP","60","ncp > 1032 [ACK] Seq=1563 Ack=1213 Win=10196 Len=0"
"291","53.300788","128.3.161.193","131.243.29.227","TCP","78","ncp > 1032 [PSH, ACK] Seq=1563 Ack=1213 Win=10196 Len=24"
"292","53.352751","131.243.29.227","128.3.161.193","TCP","109","1032 > ncp [PSH, ACK] Seq=1213 Ack=1587 Win=64660 Len=55"
"293","53.353626","128.3.161.193","131.243.29.227","TCP","60","ncp > 1032 [ACK] Seq=1587 Ack=1268 Win=10141 Len=0"
"294","53.353751","128.3.161.193","131.243.29.227","TCP","155","ncp > 1032 [PSH, ACK] Seq=1587 Ack=1268 Win=10141 Len=101"
"295","53.415588","131.243.29.227","128.3.161.193","TCP","108","1032 > ncp [PSH, ACK] Seq=1268 Ack=1688 Win=64559 Len=54"
"296","53.416212","128.3.161.193","131.243.29.227","TCP","60","ncp > 1032 [ACK] Seq=1688 Ack=1322 Win=10087 Len=0"
"297","53.416337","128.3.161.193","131.243.29.227","TCP","130","ncp > 1032 [PSH, ACK] Seq=1688 Ack=1322 Win=10087 Len=76"
"298","53.475550","131.243.29.227","128.3.161.193","TCP","115","1032 > ncp [PSH, ACK] Seq=1322 Ack=1764 Win=64483 Len=61"
"299","53.476425","128.3.161.193","131.243.29.227","TCP","60","ncp > 1032 [ACK] Seq=1764 Ack=1383 Win=10026 Len=0"
"300","53.476430","128.3.161.193","131.243.29.227","TCP","130","ncp > 1032 [PSH, ACK] Seq=1764 Ack=1383 Win=10026 Len=76"
"301","53.532890","131.243.29.227","128.3.161.193","TCP","90","1032 > ncp [PSH, ACK] Seq=1383 Ack=1840 Win=64407 Len=36"
"302","53.533765","128.3.161.193","131.243.29.227","TCP","60","ncp > 1032 [ACK] Seq=1840 Ack=1419 Win=9990 Len=0"
"303","53.534139","128.3.161.193","131.243.29.227","TCP","583","ncp > 1032 [PSH, ACK] Seq=1840 Ack=1419 Win=9990 Len=529"
"304","53.649694","131.243.29.227","128.3.161.193","TCP","90","1032 > ncp [PSH, ACK] Seq=1419 Ack=2369 Win=63878 Len=36"
"305","53.650444","128.3.161.193","131.243.29.227","TCP","60","ncp > 1032 [ACK] Seq=2369 Ack=1455 Win=9954 Len=0"
"306","53.650819","128.3.161.193","131.243.29.227","TCP","584","ncp > 1032 [PSH, ACK] Seq=2369 Ack=1455 Win=9954 Len=530"
"307","53.767247","131.243.29.227","128.3.161.193","TCP","90","1032 > ncp [PSH, ACK] Seq=1455 Ack=2899 Win=64860 Len=36"
"308","53.768246","128.3.161.193","131.243.29.227","TCP","60","ncp > 1032 [ACK] Seq=2899 Ack=1491 Win=9918 Len=0"
"309","53.768251","128.3.161.193","131.243.29.227","TCP","104","ncp > 1032 [PSH, ACK] Seq=2899 Ack=1491 Win=9918 Len=50"
"310","53.828211","131.243.29.227","128.3.161.193","TCP","90","1032 > ncp [PSH, ACK] Seq=1491 Ack=2949 Win=64810 Len=36"
"311","53.829210","128.3.161.193","131.243.29.227","TCP","60","ncp > 1032 [ACK] Seq=2949 Ack=1527 Win=9882 Len=0"
"312","53.829215","128.3.161.193","131.243.29.227","TCP","72","ncp > 1032 [PSH, ACK] Seq=2949 Ack=1527 Win=9882 Len=18"
"313","53.877680","131.243.29.227","128.3.161.193","TCP","84","1032 > ncp [PSH, ACK] Seq=1527 Ack=2967 Win=64792 Len=30"
"314","53.878679","128.3.161.193","131.243.29.227","TCP","60","ncp > 1032 [ACK] Seq=2967 Ack=1557 Win=9852 Len=0"
"315","53.878804","128.3.161.193","131.243.29.227","TCP","70","ncp > 1032 [PSH, ACK] Seq=2967 Ack=1557 Win=9852 Len=16"
"316","54.092800","128.3.161.193","131.243.29.227","TCP","70","[TCP Retransmission] ncp > 1032 [PSH, ACK] Seq=2967 Ack=1557 Win=9852 Len=16"
"317","54.120782","131.243.29.227","128.3.161.193","TCP","60","1032 > ncp [ACK] Seq=1557 Ack=2983 Win=64776 Len=0"
"318","54.130150","131.243.29.227","128.3.161.193","TCP","60","[TCP Dup ACK 317#1] 1032 > ncp [ACK] Seq=1557 Ack=2983 Win=64776 Len=0"
"335","55.930300","131.243.29.227","128.3.161.32","TCP","62","nsstp > ncp [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1"
"336","55.931299","128.3.161.32","131.243.29.227","TCP","62","ncp > nsstp [SYN, ACK] Seq=0 Ack=1 Win=6144 Len=0 MSS=1380 SACK_PERM=1"
"337","55.966277","131.243.29.227","128.3.161.32","TCP","60","nsstp > ncp [ACK] Seq=1 Ack=1 Win=64860 Len=0"
"338","55.980018","131.243.29.227","128.3.161.32","TCP","95","nsstp > ncp [PSH, ACK] Seq=1 Ack=1 Win=64860 Len=41"
"339","55.980893","128.3.161.32","131.243.29.227","TCP","60","ncp > nsstp [ACK] Seq=1 Ack=42 Win=6103 Len=0"
"340","55.980898","128.3.161.32","131.243.29.227","TCP","70","ncp > nsstp [PSH, ACK] Seq=1 Ack=42 Win=6103 Len=16"
"341","56.028989","131.243.29.227","128.3.161.32","TCP","80","nsstp > ncp [PSH, ACK] Seq=42 Ack=17 Win=64844 Len=26"
"342","56.029864","128.3.161.32","131.243.29.227","TCP","60","ncp > nsstp [ACK] Seq=17 Ack=68 Win=6077 Len=0"
"343","56.029869","128.3.161.32","131.243.29.227","TCP","75","ncp > nsstp [PSH, ACK] Seq=17 Ack=68 Win=6077 Len=21"
"344","56.078459","131.243.29.227","128.3.161.32","TCP","80","nsstp > ncp [PSH, ACK] Seq=68 Ack=38 Win=64823 Len=26"
"345","56.079334","128.3.161.32","131.243.29.227","TCP","60","ncp > nsstp [ACK] Seq=38 Ack=94 Win=6051 Len=0"
"346","56.079339","128.3.161.32","131.243.29.227","TCP","198","ncp > nsstp [PSH, ACK] Seq=38 Ack=94 Win=6051 Len=144"
"347","56.143419","131.243.29.227","128.3.161.32","TCP","84","nsstp > ncp [PSH, ACK] Seq=94 Ack=182 Win=64679 Len=30"
"348","56.143919","128.3.161.32","131.243.29.227","TCP","60","ncp > nsstp [ACK] Seq=182 Ack=124 Win=6021 Len=0"
"349","56.144169","128.3.161.32","131.243.29.227","TCP","130","ncp > nsstp [PSH, ACK] Seq=182 Ack=124 Win=6021 Len=76"
"350","56.199259","131.243.29.227","128.3.161.32","TCP","81","nsstp > ncp [PSH, ACK] Seq=124 Ack=258 Win=64603 Len=27"
"351","56.200010","128.3.161.32","131.243.29.227","TCP","60","ncp > nsstp [ACK] Seq=258 Ack=151 Win=5994 Len=0"
"352","56.200014","128.3.161.32","131.243.29.227","TCP","170","ncp > nsstp [PSH, ACK] Seq=258 Ack=151 Win=5994 Len=116"
"353","56.277087","131.243.29.227","128.3.161.32","TCP","202","nsstp > ncp [PSH, ACK] Seq=151 Ack=374 Win=64487 Len=148"
"354","56.278087","128.3.161.32","131.243.29.227","TCP","60","ncp > nsstp [ACK] Seq=374 Ack=299 Win=5846 Len=0"
"355","56.278337","128.3.161.32","131.243.29.227","TCP","108","ncp > nsstp [PSH, ACK] Seq=374 Ack=299 Win=5846 Len=54"
"356","56.333302","131.243.29.227","128.3.161.32","TCP","102","nsstp > ncp [PSH, ACK] Seq=299 Ack=428 Win=64433 Len=48"
"357","56.334302","128.3.161.32","131.243.29.227","TCP","60","ncp > nsstp [ACK] Seq=428 Ack=347 Win=5798 Len=0"
"358","56.334677","128.3.161.32","131.243.29.227","TCP","810","ncp > nsstp [PSH, ACK] Seq=428 Ack=347 Win=5798 Len=756"
"359","56.489708","131.243.29.227","128.3.161.32","TCP","194","nsstp > ncp [PSH, ACK] Seq=347 Ack=1184 Win=63677 Len=140"
"360","56.490957","128.3.161.32","131.243.29.227","TCP","60","ncp > nsstp [ACK] Seq=1184 Ack=487 Win=5658 Len=0"
"361","56.491831","128.3.161.32","131.243.29.227","TCP","238","ncp > nsstp [PSH, ACK] Seq=1184 Ack=487 Win=5658 Len=184"
"362","56.551920","131.243.227.164","131.243.31.19","TCP","137","2873 > ms-sql-s [PSH, ACK] Seq=1 Ack=1 Win=65467 Len=83"
"363","56.552419","131.243.31.19","131.243.227.164","TCP","88","ms-sql-s > 2873 [PSH, ACK] Seq=1 Ack=84 Win=64450 Len=34"
"368","56.708699","131.243.29.227","128.3.161.32","TCP","114","nsstp > ncp [PSH, ACK] Seq=487 Ack=1368 Win=63493 Len=60"
"369","56.710323","128.3.161.32","131.243.29.227","TCP","60","ncp > nsstp [ACK] Seq=1368 Ack=547 Win=5598 Len=0"
"370","56.710573","128.3.161.32","131.243.29.227","TCP","206","ncp > nsstp [PSH, ACK] Seq=1368 Ack=547 Win=5598 Len=152"
"371","56.729687","131.243.227.164","131.243.31.19","TCP","60","2873 > ms-sql-s [ACK] Seq=84 Ack=35 Win=65433 Len=0"
"372","56.839620","131.243.29.227","128.3.161.32","TCP","546","nsstp > ncp [PSH, ACK] Seq=547 Ack=1520 Win=64860 Len=492"
"373","56.841744","128.3.161.32","131.243.29.227","TCP","60","ncp > nsstp [ACK] Seq=1520 Ack=1039 Win=5106 Len=0"
"374","56.846740","128.3.161.32","131.243.29.227","TCP","82","ncp > nsstp [PSH, ACK] Seq=1520 Ack=1039 Win=5106 Len=28"
"375","56.891088","131.243.29.227","128.3.161.32","TCP","81","nsstp > ncp [PSH, ACK] Seq=1039 Ack=1548 Win=64832 Len=27"
"376","56.892336","128.3.161.32","131.243.29.227","TCP","60","ncp > nsstp [ACK] Seq=1548 Ack=1066 Win=5079 Len=0"
"377","56.899457","128.3.161.32","131.243.29.227","TCP","70","ncp > nsstp [PSH, ACK] Seq=1548 Ack=1066 Win=5079 Len=16"
"382","57.054111","131.243.29.227","128.3.161.32","TCP","85","nsstp > ncp [PSH, ACK] Seq=1066 Ack=1564 Win=64816 Len=31"
"383","57.055611","128.3.161.32","131.243.29.227","TCP","60","ncp > nsstp [ACK] Seq=1564 Ack=1097 Win=5048 Len=0"
"384","57.055736","128.3.161.32","131.243.29.227","TCP","71","ncp > nsstp [PSH, ACK] Seq=1564 Ack=1097 Win=5048 Len=17"
"385","57.108829","131.243.29.227","128.3.161.32","TCP","88","nsstp > ncp [PSH, ACK] Seq=1097 Ack=1581 Win=64799 Len=34"
"386","57.109579","128.3.161.32","131.243.29.227","TCP","60","ncp > nsstp [ACK] Seq=1581 Ack=1131 Win=5014 Len=0"
"387","57.109584","128.3.161.32","131.243.29.227","TCP","72","ncp > nsstp [PSH, ACK] Seq=1581 Ack=1131 Win=5014 Len=18"
