Time,Length
230.837260000,117
230.876362000,60
230.880609000,60
230.884482000,117
230.984922000,60
230.988544000,60
230.996788000,117
231.044760000,60
231.048262000,60
231.084860000,117
231.124960000,60
231.128083000,60
231.132955000,117
231.173057000,60
231.180801000,60
231.188921000,117
231.228646000,60
231.232769000,60
231.237517000,117
231.276617000,60
231.280615000,60
231.316594000,117
231.356945000,60
231.362066000,60
231.365189000,117
231.409662000,60
231.416909000,60
231.421281000,117
231.461133000,60
231.464752000,60
231.468762000,117
231.509227000,60
231.512724000,60
231.545217000,117
231.581072000,60
231.589179000,60
231.593308000,117
231.632403000,60
231.636786000,60
231.640772000,117
231.680747000,60
231.688992000,60
231.693495000,117
231.732966000,60
231.737088000,60
231.777563000,117
231.816789000,60
231.821161000,60
231.825163000,117
231.868884000,60
231.873005000,60
231.876753000,117
231.916733000,60
231.922853000,60
231.929478000,117
231.968448000,60
231.972195000,60
232.010298000,117
232.048648000,60
232.056519000,60
232.061141000,117
232.096619000,60
232.101747000,60
232.104988000,117
232.140351000,60
232.144589000,60
232.148982000,117
232.189063000,60
232.196684000,60
232.201305000,117
232.236916000,60
232.240407000,60
232.277016000,117
232.316860000,60
232.322732000,60
232.328856000,117
232.364720000,60
232.368703000,60
232.373200000,117
232.408571000,60
232.412927000,60
232.416924000,117
232.452779000,60
232.456774000,60
232.497253000,117
232.536351000,60
232.540349000,60
232.545102000,117
232.584199000,60
232.588195000,60
232.592817000,117
232.632792000,60
232.636915000,60
232.640788000,117
232.677016000,60
232.688258000,60
232.694006000,117
232.736858000,60
232.740608000,60
232.777204000,117
232.816930000,60
232.820428000,60
232.824806000,117
232.873026000,60
232.880517000,60
232.885139000,117
232.920743000,60
232.924990000,60
232.932736000,117
232.974335000,60
232.976584000,60
233.009316000,117
233.045417000,60
233.048796000,60
233.056911000,117
233.092763000,60
233.100758000,60
233.104505000,117
233.144482000,60
233.148604000,60
233.153477000,117
233.196581000,60
233.200448000,60
233.229187000,117
233.269032000,60
233.273042000,60
233.277151000,117
233.316751000,60
233.322623000,60
233.328872000,117
233.371968000,60
233.376215000,60
233.380712000,117
233.423569000,60
233.428953000,60
233.461538000,117
233.500767000,60
233.508260000,60
233.512757000,117
233.552502000,60
233.560854000,60
233.564484000,117
233.604577000,60
233.608453000,60
233.612448000,117
233.653048000,60
233.660418000,60
233.689531000,117
233.748621000,60
233.752736000,60
233.756983000,117
233.796592000,60
233.800581000,60
233.805204000,117
233.844681000,60
233.848927000,60
233.853300000,117
233.892528000,60
233.896398000,60
233.940747000,117
233.976851000,60
233.980472000,60
233.997088000,117
234.037439000,60
234.041435000,60
234.053180000,117
234.092905000,60
234.100526000,60
234.105272000,117
234.148371000,60
234.152867000,60
234.193719000,117
234.233701000,60
234.241694000,60
234.244437000,117
234.285663000,60
234.292658000,60
234.297411000,117
234.336882000,60
234.345375000,60
234.349623000,117
234.388608000,60
234.396601000,60
234.432824000,117
234.473923000,60
234.476920000,60
234.480668000,117
234.523019000,60
234.528264000,60
234.532512000,117
234.573002000,60
234.576360000,60
234.580745000,117
234.621334000,60
234.624331000,60
234.661309000,117
234.701784000,60
234.708780000,60
234.712776000,117
234.753008000,60
234.761622000,60
234.764746000,117
234.804723000,60
234.808594000,60
234.813090000,117
234.848321000,60
234.853192000,60
234.893293000,117
234.928395000,60
234.937266000,60
234.940763000,117
234.980242000,60
234.984361000,60
234.988991000,117
235.029459000,60
235.033581000,60
235.037581000,117
235.080304000,60
235.088547000,60
235.122910000,117
235.160756000,60
235.164877000,60
235.168893000,117
235.208476000,60
235.212722000,60
235.216971000,117
235.256697000,60
235.261193000,60
235.264816000,117
235.320907000,60
235.325655000,60
235.329656000,117
235.369128000,60
235.377373000,60
235.401734000,117
235.437712000,60
235.444832000,60
235.449953000,117
235.489682000,60
235.499174000,60
235.501296000,117
235.542772000,60
235.546394000,60
235.550772000,117
235.590618000,60
235.594489000,60
235.642962000,117
235.678941000,60
235.682561000,60
235.687066000,117
235.727164000,60
235.730282000,60
235.734530000,117
235.770261000,60
235.774630000,60
235.778628000,117
235.814867000,60
235.819108000,60
235.823352000,117
235.862702000,60
235.866699000,60
235.904552000,117
235.942405000,60
235.947285000,60
235.951398000,117
235.990750000,60
235.994246000,60
235.998743000,117
236.034723000,60
236.038345000,60
236.043350000,117
236.082737000,60
236.087440000,60
236.090564000,117
236.128542000,60
236.132169000,60
236.174035000,117
236.229105000,60
236.236226000,60
236.240723000,117
236.280573000,60
236.284320000,60
236.288318000,117
236.340538000,60
236.344159000,60
236.348781000,117
236.388398000,60
236.396394000,60
236.425236000,117
236.472833000,60
236.480201000,60
236.484955000,117
236.520678000,60
236.524799000,60
236.532920000,117
236.568523000,60
236.576519000,60
236.580515000,117
236.620741000,60
236.624988000,60
236.628861000,117
236.669085000,60
236.676582000,60
236.704565000,117
236.744540000,60
236.748178000,60
236.752910000,117
236.792896000,60
236.800637000,60
236.804755000,117
236.840608000,60
236.844979000,60
236.852850000,117
236.896958000,60
236.917310000,60
236.952913000,117
236.992516000,60
236.997012000,60
237.004882000,117
237.056351000,60
237.060355000,60
237.064596000,117
237.120437000,60
237.124060000,60
237.128557000,117
237.168909000,60
237.176403000,60
237.204762000,117
237.249358000,60
237.258227000,60
237.264473000,117
237.313195000,60
237.320690000,60
237.324697000,117
237.376907000,60
237.384776000,60
237.388899000,117
237.433246000,60
237.436994000,60
237.477726000,117
237.516697000,60
237.520693000,60
237.524816000,117
237.560295000,60
237.564666000,60
237.569414000,117
237.608764000,60
237.617260000,60
237.620632000,117
237.660485000,60
237.664617000,60
237.704706000,117
237.748929000,60
237.753055000,60
237.756674000,117
237.796651000,60
237.800278000,60
237.804895000,117
237.845010000,60
237.848369000,60
237.852872000,117
237.892468000,60
237.896715000,60
237.936446000,117
237.976542000,60
237.981038000,60
237.985041000,117
238.025011000,60
238.028509000,60
238.032765000,117
238.072858000,60
238.076481000,60
238.081853000,117
238.122578000,60
238.128449000,60
238.152936000,117
238.192660000,60
238.196656000,60
238.200904000,117
238.264491000,60
238.268370000,60
238.273610000,117
238.336698000,60
238.339945000,60
238.345192000,117
238.400284000,60
238.404655000,60
238.444632000,117
238.484857000,60
238.488979000,60
238.492726000,117
238.536576000,60
238.540823000,60
238.544945000,117
238.584929000,60
238.593048000,60
238.597038000,117
238.636273000,60
238.640137000,60
238.677116000,117
238.716223000,60
238.720713000,60
238.724960000,117
238.764685000,60
238.768689000,60
238.772805000,117
238.808410000,60
238.812906000,60
238.816654000,117
238.856756000,60
238.860877000,60
238.896861000,117
238.940580000,60
238.944202000,60
238.948949000,117
238.988675000,60
238.996545000,60
239.001293000,117
239.041148000,60
239.048389000,60
239.052885000,117
239.093237000,60
239.096984000,60
239.128607000,117
239.168943000,60
239.173311000,60
239.176811000,117
239.220283000,60
239.225281000,60
239.229154000,117
239.268511000,60
239.272877000,60
239.276999000,117
239.316601000,60
239.336963000,60
239.341584000,117
239.380687000,60
239.385059000,60
239.416914000,117
239.460888000,60
239.464528000,60
239.469258000,117
239.508858000,60
239.516854000,60
239.522600000,117
239.557204000,60
239.561584000,60
239.565198000,117
239.604677000,60
239.609172000,60
239.648648000,117
239.684627000,60
239.691497000,60
239.696495000,117
239.736970000,60
239.740841000,60
239.744844000,117
239.784199000,60
239.788314000,60
239.793693000,117
239.832793000,60
239.837409000,60
239.840781000,117
239.876761000,60
239.880507000,60
239.916361000,117
239.956338000,60
239.960832000,60
239.964956000,117
240.004559000,60
240.008304000,60
240.013425000,117
240.052403000,60
240.056775000,60
240.061522000,117
240.100749000,60
240.104505000,60
240.108622000,117
240.148345000,60
240.156720000,60
240.188829000,117
240.232793000,60
240.238539000,60
240.240793000,117
240.276765000,60
240.280513000,60
240.288384000,117
240.336491000,60
240.340977000,60
240.344724000,117
240.385200000,60
240.389072000,60
240.429180000,117
240.468654000,60
240.474272000,60
240.478393000,117
240.516745000,60
240.520492000,60
240.524739000,117
240.564091000,60
240.568221000,60
240.572835000,117
240.621057000,60
240.624432000,60
240.649038000,117
240.720495000,60
240.724368000,60
240.729240000,117
240.768968000,60
240.776338000,60
240.780710000,117
240.816686000,60
240.824309000,60
240.829431000,117
240.869032000,60
240.876525000,60
240.909007000,117
240.944736000,60
240.952729000,60
240.956726000,117
240.996828000,60
241.004699000,60
241.008570000,117
241.048922000,60
241.056417000,60
241.061056000,117
241.101640000,60
241.108524000,60
241.140741000,117
241.180593000,60
241.188467000,60
241.192958000,117
241.233060000,60
241.240818000,60
241.244552000,117
241.288651000,60
241.296274000,60
241.301150000,117
241.341244000,60
241.348489000,60
241.381220000,117
241.425194000,60
241.430070000,60
241.433442000,117
241.473537000,60
241.476535000,60
241.481407000,117
241.516644000,60
241.537000000,60
241.541246000,117
241.616576000,60
241.620588000,60
241.648807000,117
241.688908000,60
241.693529000,60
241.697277000,117
241.736752000,60
241.740629000,60
241.745122000,117
241.785472000,60
241.792968000,60
241.801213000,117
241.836817000,60
241.844189000,60
241.881040000,117
241.922514000,60
241.928386000,60
241.932758000,117
242.032823000,60
242.040942000,60
242.044939000,117
242.100907000,60
242.105668000,60
242.123017000,117
242.160869000,60
242.168740000,60
242.176735000,117
242.216715000,60
242.224705000,60
242.229702000,117
242.269306000,60
242.276424000,60
242.281545000,117
242.322773000,60
242.329142000,60
242.361247000,117
242.396977000,60
242.404721000,60
242.413467000,117
242.452695000,60
242.461186000,60
242.464940000,117
242.500926000,60
242.508789000,60
242.516778000,117
242.557258000,60
242.564248000,60
242.592732000,117
242.632707000,60
242.636960000,60
242.640710000,117
242.681552000,60
242.689048000,60
242.696794000,117
242.733895000,60
242.738393000,60
242.741891000,117
242.781993000,60
242.785738000,60
242.823592000,117
242.865962000,60
242.870188000,60
242.874195000,117
242.930777000,60
242.934773000,60
242.938895000,117
242.978997000,60
242.986991000,60
242.990614000,117
243.026843000,60
243.030839000,60
243.070816000,117
243.110542000,60
243.115040000,60
243.122917000,117
243.179250000,60
243.182623000,60
243.187754000,117
243.226721000,60
243.230343000,60
243.235215000,117
243.274941000,60
243.279313000,60
243.315172000,117
243.358265000,60
243.366636000,60
243.370757000,117
243.410609000,60
243.414731000,60
243.418854000,117
243.458471000,60
243.462826000,60
243.466830000,117
243.507050000,60
243.510672000,60
243.542778000,117
243.583137000,60
243.586877000,60
243.590882000,117
243.630601000,60
243.634972000,60
243.642842000,117
243.684067000,60
243.686565000,60
243.691188000,117
243.726796000,60
243.733788000,60
243.738794000,117
243.774888000,60
243.778389000,60
243.819360000,117
243.858962000,60
243.866831000,60
243.871329000,117
243.910312000,60
243.915301000,60
256.983356000,86
257.202721000,60
281.119910000,117
281.187244000,60
281.191125000,60
281.199237000,117
281.234963000,60
281.239836000,60
281.251580000,117
281.290930000,60
281.295302000,60
281.335528000,117
281.374628000,60
281.379250000,60
281.387622000,117
281.427732000,60
281.434968000,60
281.439464000,117
281.475567000,60
281.483064000,60
281.551523000,117
281.595004000,60
281.599374000,60
281.603491000,117
281.643478000,60
281.647212000,60
281.651711000,117
281.687690000,60
281.699316000,60
281.703804000,117
281.743030000,60
281.747152000,60
281.811239000,117
281.854837000,60
281.859334000,60
281.867579000,117
281.902933000,60
281.907429000,60
281.915301000,117
281.951029000,60
281.955150000,60
282.007993000,117
282.047844000,60
282.051217000,60
282.068083000,117
282.107440000,60
282.119550000,60
282.127421000,117
282.171646000,60
282.174892000,60
282.187016000,117
282.223112000,60
282.227484000,60
282.271209000,117
282.307311000,60
282.311309000,60
282.323808000,117
282.363652000,60
282.368149000,60
282.379392000,117
282.414996000,60
282.419118000,60
282.431486000,117
282.467464000,60
282.479707000,60
282.527606000,117
282.567155000,60
282.571276000,60
282.580021000,117
282.619252000,60
282.622870000,60
282.635486000,117
282.675463000,60
282.679460000,60
282.684456000,117
282.723560000,60
282.727306000,60
282.763659000,117
282.799271000,60
282.807507000,60
282.815752000,117
282.855227000,60
282.859355000,60
282.875341000,117
282.911320000,60
282.919315000,60
282.923811000,117
282.959164000,60
282.966794000,60
283.003513000,117
283.042863000,60
283.047131000,60
283.055481000,117
283.095471000,60
283.099704000,60
283.107449000,117
283.143302000,60
283.147925000,60
283.151424000,117
283.186909000,60
283.190787000,60
283.235247000,117
283.275130000,60
283.279845000,60
283.284091000,117
283.323068000,60
283.326942000,60
283.331312000,117
283.371414000,60
283.375035000,60
283.379417000,117
283.415138000,60
283.419509000,60
283.463483000,117
283.499462000,60
283.507346000,60
283.511205000,117
283.551304000,60
283.554811000,60
283.559799000,117
283.595028000,60
283.599400000,60
283.611522000,117
283.647372000,60
283.651242000,60
283.703218000,117
283.743438000,60
283.747566000,60
283.759934000,117
283.799153000,60
283.803400000,60
283.815519000,117
283.855495000,60
283.859004000,60
283.871609000,117
283.911586000,60
283.915207000,60
283.963803000,117
283.999914000,60
284.003403000,60
284.019651000,117
284.059622000,60
284.066990000,60
284.075237000,117
284.115212000,60
284.120083000,60
284.130952000,117
284.171052000,60
284.175300000,60
284.223771000,117
284.263006000,60
284.267369000,60
284.275613000,117
284.314965000,60
284.319339000,60
284.335452000,117
284.379300000,60
284.384047000,60
284.443262000,117
284.479740000,60
284.487110000,60
284.511344000,117
284.551076000,60
284.555567000,60
284.560066000,117
284.599418000,60
284.603538000,60
284.607424000,117
284.647888000,60
284.651258000,60
284.687364000,117
284.722968000,60
284.727838000,60
284.731593000,117
284.766824000,60
284.771062000,60
284.779807000,117
284.815036000,60
284.822539000,60
284.827651000,117
284.867510000,60
284.871500000,60
284.911227000,117
284.947331000,60
284.951201000,60
286.059404000,117
286.111754000,60
286.119992000,60
286.127611000,117
286.179211000,60
286.183952000,60
286.195951000,117
286.243166000,60
286.251035000,60
286.287890000,117
286.323367000,60
286.331362000,60
286.343238000,117
286.379334000,60
286.383580000,60
286.399453000,117
286.440049000,60
286.447417000,60
286.456042000,117
286.495763000,60
286.503636000,60
286.539611000,117
286.579092000,60
286.583584000,60
286.587462000,117
286.627182000,60
286.631057000,60
286.635426000,117
286.675406000,60
286.679150000,60
286.683150000,117
286.731243000,60
286.739494000,60
286.743860000,117
286.783852000,60
286.787835000,60
286.831932000,117
286.871285000,60
286.880291000,60
286.883151000,117
286.923502000,60
286.927124000,60
286.931497000,117
286.970723000,60
286.980093000,60
286.983465000,117
287.023692000,60
287.026939000,60
287.071288000,117
287.111262000,60
287.115009000,60
287.120007000,117
287.159109000,60
287.166980000,60
287.171353000,117
287.214949000,60
287.219446000,60
287.223954000,117
287.263795000,60
287.271041000,60
287.312266000,117
287.347368000,60
287.359612000,60
287.367607000,117
287.408083000,60
287.415086000,60
287.419576000,117
287.456429000,60
287.463427000,60
287.467421000,117
287.507897000,60
287.511025000,60
287.555617000,117
287.591233000,60
287.595592000,60
287.599840000,117
287.639566000,60
287.642939000,60
287.647323000,117
287.687286000,60
287.691411000,60
287.695158000,117
287.735766000,60
287.743506000,60
287.779607000,117
287.818958000,60
287.823205000,60
287.827453000,117
287.867178000,60
287.879047000,60
287.883677000,117
287.919272000,60
287.922893000,60
287.935510000,117
287.979109000,60
287.986981000,60
288.019460000,117
288.055438000,60
288.059939000,60
288.063307000,117
288.099537000,60
288.103658000,60
288.108155000,117
288.147383000,60
288.159381000,60
288.163247000,117
288.215218000,60
288.219088000,60
288.247078000,117
288.291794000,60
288.295168000,60
288.299543000,117
288.339017000,60
288.347636000,60
288.351382000,117
288.395357000,60
288.399360000,60
288.431709000,117
288.467313000,60
288.471060000,60
288.511419000,117
288.547389000,60
288.559756000,60
288.563003000,117
288.599231000,60
288.603737000,60
289.987764000,117
290.027113000,60
290.030988000,60
290.041354000,117
290.079206000,60
290.087201000,60
290.099818000,117
290.139546000,60
290.147296000,60
290.191893000,117
290.255474000,60
290.258847000,60
290.271840000,117
290.327060000,60
290.331552000,60
290.335425000,117
290.375025000,60
290.379273000,60
290.419499000,117
290.459476000,60
290.467220000,60
290.475590000,117
290.515067000,60
290.518939000,60
290.523810000,117
290.563672000,60
290.567034000,60
290.571558000,117
290.611634000,60
290.615879000,60
290.659728000,117
290.707824000,60
290.715195000,60
290.719441000,117
290.762678000,60
290.767787000,60
290.771160000,117
290.811012000,60
290.814884000,60
290.819256000,117
290.859357000,60
290.867352000,60
290.907829000,117
290.946935000,60
290.951551000,60
290.955548000,117
290.999274000,60
291.008267000,60
291.011264000,117
291.051116000,60
291.059610000,60
291.063357000,117
291.107207000,60
291.111203000,60
291.155803000,117
291.191030000,60
291.195152000,60
292.151330000,117
292.191296000,60
292.195418000,60
292.203289000,117
292.243897000,60
292.247017000,60
292.256256000,117
292.336582000,60
292.339088000,60
292.383561000,117
292.423910000,60
292.431276000,60
292.440395000,117
292.483494000,60
292.487741000,60
292.491738000,117
292.539210000,60
292.543082000,60
292.547454000,117
292.587556000,60
292.591302000,60
292.626906000,117
292.667383000,60
292.671254000,60
292.695990000,117
292.735966000,60
292.742343000,60
292.747334000,117
292.787184000,60
292.791306000,60
292.795678000,117
292.834905000,60
292.838907000,60
293.587446000,117
293.626797000,60
293.630920000,60
293.635167000,117
293.675519000,60
293.679640000,60
293.691884000,117
293.730235000,60
293.735487000,60
294.711638000,117
294.751494000,60
294.759608000,60
294.767228000,117
294.807454000,60
294.811576000,60
294.831191000,117
294.871540000,60
294.879285000,60
294.919643000,117
294.959610000,60
294.967107000,60
294.979228000,117
295.019826000,60
295.027069000,60
295.036939000,117
295.091283000,60
295.095653000,60
295.151995000,117
295.191597000,60
295.195599000,60
295.207842000,117
295.251059000,60
295.255056000,60
295.271297000,117
295.323265000,60
295.327513000,60
295.371735000,117
295.407465000,60
295.418958000,60
295.431323000,117
295.471175000,60
295.475172000,60
295.491544000,117
295.543017000,60
295.547128000,60
295.591977000,117
295.630953000,60
295.638947000,60
295.651440000,117
295.715153000,60
295.719774000,60
295.735764000,117
295.775240000,60
295.778987000,60
295.836953000,117
295.875186000,60
295.879551000,60
295.899289000,117
295.939514000,60
295.943013000,60
295.955380000,117
295.995980000,60
295.999854000,60
296.055445000,117
296.095171000,60
296.099416000,60
296.140033000,117
296.239458000,60
296.243080000,60
296.283930000,117
296.323156000,60
296.326903000,60
296.331779000,117
296.371126000,60
296.374875000,60
296.391613000,117
296.431715000,60
296.435715000,60
296.451453000,117
296.487307000,60
296.499300000,60
296.543773000,117
296.582873000,60
296.587120000,60
296.604117000,117
296.643463000,60
296.647634000,60
296.663574000,117
296.699677000,60
296.707922000,60
296.811361000,117
296.847712000,60
296.850963000,60
296.855457000,117
296.899200000,60
296.903803000,60
296.915671000,117
296.955771000,60
296.959269000,60
296.971263000,117
297.011237000,60
297.015359000,60
297.067204000,117
297.107430000,60
297.111302000,60
297.115174000,117
297.175638000,60
297.179385000,60
297.187630000,117
297.263084000,60
297.267081000,60
297.315678000,117
297.354904000,60
297.359915000,60
297.363648000,117
297.479578000,60
297.487212000,60
297.491569000,117
297.575411000,60
297.578893000,60
297.627614000,117
297.668089000,60
297.675208000,60
297.695447000,117
297.735309000,60
297.739294000,60
297.755910000,117
297.795271000,60
297.799634000,60
297.855850000,117
297.896076000,60
297.899697000,60
297.935550000,117
297.975152000,60
297.978773000,60
297.983161000,117
298.023122000,60
298.026994000,60
298.124062000,117
298.175155000,60
298.179901000,60
298.183529000,117
298.227131000,60
298.231256000,60
298.239365000,117
298.282838000,60
298.287352000,60
298.291458000,117
298.326937000,60
298.339429000,60
298.367538000,117
298.415134000,60
298.419644000,60
298.427376000,117
298.463122000,60
298.470862000,60
298.475476000,117
298.515608000,60
298.519320000,60
298.527439000,117
298.563175000,60
298.570664000,60
298.603643000,117
298.643245000,60
298.646867000,60
298.651865000,117
298.691341000,60
298.699085000,60
298.703345000,117
298.747306000,60
298.755550000,60
298.759923000,117
298.799529000,60
298.807893000,60
298.835390000,117
298.879727000,60
298.887221000,60
298.895466000,117
298.939313000,60
298.943198000,60
298.947184000,117
298.987170000,60
298.991532000,60
298.999527000,117
299.039129000,60
299.047624000,60
299.075856000,117
299.135205000,60
299.139317000,60
299.143451000,117
299.179065000,60
299.183666000,60
299.187538000,117
299.226896000,60
299.239006000,60
299.243503000,117
299.283354000,60
299.291724000,60
299.324079000,117
299.367804000,60
299.375048000,60
299.379421000,117
299.418900000,60
299.427141000,60
299.435263000,117
299.471007000,60
299.475488000,60
299.480235000,117
299.519591000,60
299.527212000,60
299.555197000,117
299.595418000,60
299.599162000,60
299.603409000,117
299.643388000,60
299.647757000,60
299.651013000,117
299.691234000,60
299.696357000,60
299.703227000,117
299.740080000,60
299.747197000,60
299.776195000,117
299.819280000,60
299.823276000,60
299.827411000,117
299.867627000,60
299.875621000,60
299.879494000,117
299.919979000,60
299.927464000,60
299.931338000,117
299.975695000,60
299.979182000,60
300.019535000,117
300.059760000,60
300.063132000,60
300.067630000,117
300.107229000,60
300.115476000,60
300.119612000,117
300.159825000,60
300.163821000,60
300.167954000,117
300.207420000,60
300.211043000,60
300.247769000,117
300.291120000,60
300.295367000,60
300.299239000,117
300.339591000,60
300.342836000,60
300.347335000,117
300.386941000,60
300.390932000,60
300.395441000,117
300.435780000,60
300.439153000,60
300.476004000,117
300.519989000,60
300.522852000,60
300.527389000,117
300.567700000,60
300.571323000,60
300.580069000,117
300.616046000,60
300.622917000,60
300.628163000,117
300.663768000,60
300.668265000,60
300.707239000,117
300.751089000,60
300.755086000,60
300.759584000,117
300.799190000,60
300.807306000,60
300.811801000,117
300.846779000,60
300.850903000,60
300.859645000,117
300.895375000,60
300.899372000,60
300.935351000,117
300.971455000,60
300.975330000,60
300.979325000,117
301.019689000,60
301.027421000,60
301.031543000,117
301.071145000,60
301.079389000,60
301.083261000,117
301.127110000,60
301.131107000,60
301.136513000,117
301.175331000,60
301.178955000,60
301.215441000,117
301.255668000,60
301.259168000,60
301.263542000,117
301.307137000,60
301.312131000,60
301.315628000,117
301.355230000,60
301.359351000,60
301.362871000,117
301.399317000,60
301.403200000,60
301.448299000,117
301.491275000,60
301.495394000,60
301.499642000,117
301.535647000,60
301.538993000,60
301.543387000,117
301.583141000,60
301.586840000,60
301.591213000,117
301.635308000,60
301.639181000,60
301.643304000,117
301.683780000,60
301.687154000,60
301.727270000,117
301.767728000,60
301.770977000,60
301.779846000,117
301.819573000,60
301.827582000,60
301.830940000,117
301.871416000,60
301.875411000,60
301.879535000,117
301.915387000,60
301.919751000,60
301.959370000,117
301.999372000,60
302.007474000,60
302.011329000,117
302.051556000,60
302.055429000,60
302.059425000,117
302.103279000,60
302.108403000,60
302.111523000,117
302.147112000,60
302.151123000,60
302.199598000,117
302.239568000,60
302.243687000,60
302.279665000,117
302.319756000,60
302.327251000,60
302.331749000,117
302.367241000,60
302.371358000,60
329.592159000,117
329.633010000,60
329.637139000,60
329.640754000,117
329.677733000,60
329.688850000,60
329.692973000,117
329.732825000,60
329.737453000,60
329.742192000,117
329.784916000,60
329.788914000,60
329.821269000,117
329.877360000,60
329.881483000,60
329.885105000,117
329.993039000,60
329.996912000,60
330.001034000,117
330.041011000,60
330.045883000,60
330.081615000,117
330.134080000,60
330.137702000,60
330.141340000,117
330.181675000,60
330.185297000,60
330.189547000,117
330.229147000,60
330.232524000,60
330.237391000,117
330.276493000,60
330.281865000,60
330.322589000,117
330.361065000,60
330.365187000,60
330.373684000,117
330.413160000,60
330.416657000,60
330.421404000,117
330.468876000,60
330.477371000,60
330.485116000,117
330.527340000,60
330.528851000,60
330.573938000,117
330.613037000,60
330.617785000,60
330.625030000,117
330.665007000,60
330.672625000,60
330.677275000,117
330.717726000,60
330.725219000,60
330.733344000,117
330.773190000,60
330.776698000,60
330.809168000,117
330.848894000,60
330.857264000,60
330.865009000,117
330.904860000,60
330.908739000,60
330.913105000,117
330.980940000,60
330.984936000,60
330.989058000,117
331.025544000,60
331.033532000,60
331.070009000,117
331.117230000,60
331.125101000,60
331.129848000,117
331.217302000,60
331.221167000,60
331.228913000,117
331.289378000,60
331.296996000,60
331.329603000,117
331.377325000,60
331.385193000,60
331.389191000,117
331.429541000,60
331.432788000,60
331.439035000,117
331.477016000,60
331.481135000,60
331.485263000,117
331.541097000,60
331.544724000,60
331.581198000,117
331.620925000,60
331.625047000,60
331.629419000,117
331.670144000,60
331.676890000,60
331.681138000,117
331.722636000,60
331.729359000,60
331.734481000,117
331.772959000,60
331.777204000,60
331.809311000,117
331.849035000,60
331.857654000,60
331.860904000,117
331.901011000,60
331.905126000,60
331.909380000,117
331.949229000,60
331.957594000,60
331.960843000,117
332.000944000,60
332.005190000,60
332.041293000,117
332.076773000,60
332.080644000,60
332.089138000,117
332.125249000,60
332.129114000,60
332.133237000,117
332.169591000,60
332.176848000,60
332.182207000,117
332.217191000,60
332.224934000,60
332.229557000,117
332.269036000,60
332.277275000,60
332.309256000,117
332.349481000,60
332.353603000,60
332.357230000,117
332.397840000,60
332.402198000,60
332.405575000,117
332.445172000,60
332.448919000,60
332.453542000,117
332.493893000,60
332.496765000,60
332.502013000,117
332.541745000,60
332.544862000,60
332.581595000,117
332.616818000,60
332.629686000,60
332.633933000,117
332.673287000,60
332.676907000,60
332.689274000,117
332.724754000,60
332.728878000,60
332.733621000,117
332.773347000,60
332.776845000,60
332.813080000,117
332.849051000,60
332.852924000,60
332.857177000,117
332.897525000,60
332.908890000,60
332.913388000,117
332.953114000,60
332.957110000,60
332.961483000,117
333.000960000,60
333.009330000,60
333.041060000,117
333.080910000,60
333.085159000,60
333.088905000,117
333.124884000,60
333.129385000,60
333.133635000,117
333.173105000,60
333.176977000,60
333.181225000,117
333.220825000,60
333.224698000,60
333.260927000,117
333.301028000,60
333.309022000,60
333.313268000,117
333.352869000,60
333.356997000,60
333.360616000,117
333.397093000,60
333.401591000,60
333.409213000,117
333.448812000,60
333.457056000,60
333.485170000,75
333.493298000,117
333.509159000,62
333.532636000,60
333.536884000,60
333.540755000,60
333.545252000,117
333.552500000,126
333.590226000,210
333.597096000,60
333.600969000,60
333.605466000,117
333.612587000,62
333.640821000,60
333.645318000,188
333.648940000,60
333.653563000,60
333.656810000,117
333.669926000,406
333.701038000,60
333.705033000,60
333.713408000,60
333.744894000,117
333.781735000,60
333.789229000,60
333.793477000,117
333.813216000,60
333.836701000,60
333.841704000,60
333.845079000,117
333.884927000,60
333.888795000,60
333.893417000,117
333.937145000,60
333.940637000,60
333.977241000,117
334.045450000,60
334.048946000,60
334.052944000,117
334.089297000,60
334.097292000,60
334.101414000,117
334.141266000,60
334.144637000,60
334.149510000,117
334.184740000,60
334.188486000,60
334.225844000,117
334.264816000,60
334.269312000,60
334.273311000,117
334.313036000,60
334.317033000,60
334.323156000,117
334.365629000,60
334.369126000,60
334.373498000,117
334.413854000,60
334.417097000,60
334.453452000,117
334.488929000,60
334.493426000,60
334.497673000,117
334.536779000,60
334.544522000,60
334.549266000,117
334.589242000,60
334.596991000,60
334.601485000,117
334.640587000,60
334.644833000,60
334.673201000,117
334.712918000,60
334.717414000,60
334.722662000,117
334.764889000,60
334.773381000,60
334.778128000,117
334.817480000,60
334.825224000,60
334.829846000,117
334.868822000,60
334.878442000,60
334.913430000,117
334.981130000,60
334.988644000,60
334.993496000,117
335.036971000,60
335.044966000,60
335.049091000,117
335.153025000,60
335.157397000,60
335.193125000,117
335.237108000,60
335.244968000,60
335.249467000,117
335.289317000,60
335.297063000,60
335.301934000,117
335.344911000,60
335.348904000,60
335.352902000,117
335.392879000,60
335.396876000,60
335.437102000,117
335.476578000,60
335.481456000,60
335.489444000,117
335.536917000,60
335.541673000,60
335.545159000,117
335.585512000,60
335.592777000,60
335.596755000,117
335.632732000,60
335.637480000,60
335.677336000,117
335.713184000,60
335.722680000,60
335.729300000,117
335.764903000,60
335.769149000,60
335.773028000,117
335.816995000,60
335.820742000,60
335.825366000,117
335.865090000,60
335.868839000,60
335.909065000,117
335.948792000,60
335.952794000,60
335.957285000,117
335.997010000,60
